Title,ID,Date,Class,Category,Author,ISBN,Publisher,Pub_Date,Order_Time,Count,Cart,Cart_Date,Device,Address1,Address2,user_purchase_count,book_sell_count
인생독학,20269,20141121,주문,국내문학,<권희린> 저,9788968330346,허밍버드,20141020.0,14,1,N,,안드로이드커머스앱,인천광역시,서구,2,5
고통과 동정,20273,20140723,주문,국내문학,<손유경> 저,9788976964144,역사비평사,20080922.0,15,1,N,,기기PID_PC,경상남도,사천시,2,9
4001,20273,20140723,주문,국내문학,<신정아> 저,9788996461067,사월의책,20110315.0,15,1,N,,기기PID_PC,경상남도,사천시,2,7
내 사람이다,20314,20141027,주문,국내문학,<곽정은> 저,9788993928396,달,20120118.0,22,2,N,,안드로이드커머스앱,서울특별시,성북구,1,40
"목넘이마을의 개, 곡예사",20315,20140404,주문,국내문학,<황순원> 저,9788932005508,문학과지성사,19990531.0,15,1,N,,그 외,서울특별시,동대문구,5,5
"탈, 기타",20315,20140404,주문,국내문학,<황순원> 저,9788932000039,문학과지성사,20001031.0,15,1,N,,그 외,서울특별시,동대문구,5,1
학 / 잃어버린 사람들,20315,20140404,주문,국내문학,<황순원> 저,9788932001340,문학과지성사,20000930.0,15,1,N,,그 외,서울특별시,동대문구,5,1
"너와 나만의 시간, 내일",20315,20140404,주문,국내문학,<황순원> 저,9788932001456,문학과지성사,19950731.0,15,1,N,,그 외,서울특별시,동대문구,5,2
"늪, 기러기",20315,20140404,주문,국내문학,<황순원> 저,9788932005492,문학과지성사,19801130.0,15,1,N,,그 외,서울특별시,동대문구,5,1
정글만리 1,20332,20140101,주문,국내문학,<조정래> 저,9788965744023,해냄,20130715.0,19,1,N,,그 외,충청북도,청주시 흥덕구,4,522
정글만리 3,20332,20140217,주문,국내문학,<조정래> 저,9788965744047,해냄,20130715.0,21,1,N,,그 외,충청북도,청주시 흥덕구,4,513
엄마의 말뚝,20332,20140217,주문,국내문학,<박완서> 저,9788979521252,맑은소리(동반인),20100610.0,21,1,N,,그 외,충청북도,청주시 흥덕구,4,22
정글만리 2,20332,20140101,주문,국내문학,<조정래> 저,9788965744030,해냄,20130715.0,19,1,N,,그 외,충청북도,청주시 흥덕구,4,504
어떤 하루,20358,20140506,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,22,1,N,,기기PID_PC,충청남도,예산군,1,393
살아 있는 뜨거움,20365,20140226,주문,국내문학,<김미경> 저,9788950954406,21세기북스,20140210.0,4,1,N,,그 외,경상북도,포항시 남구,2,127
1cm+,20365,20140226,주문,국내문학,<김은주> 저/<양현정> 그림,9788968330124,허밍버드,20130718.0,4,1,N,,그 외,경상북도,포항시 남구,2,260
이문열 삼국지 세트,20402,20141115,주문,국내문학,<나관중> 저/<이문열> 역,9788937450501,민음사,20020310.0,16,1,N,,모바일웹,경상북도,경주시,1,60
내가 사랑한 유럽 TOP10,20408,20140216,주문,국내문학,<정여울> 저/<대한항공 여행사진 공모전 당선작> 등 사진,9788970653976,홍익출판사,20140110.0,18,1,N,,그 외,부산광역시,남구,1,628
생각이 나서,20421,20140207,주문,국내문학,<황경신> 저,9788973816361,소담출판사,20101105.0,22,1,Y,20140207.0,그 외,경상남도,진주시,1,62
룬의 아이들 - 윈터러 2,20446,20141116,주문,국내문학,<전민희> 저,9788959521258,제우미디어,20080307.0,23,1,N,,기기PID_PC,경기도,부천시 오정구,6,9
룬의 아이들 - 윈터러 4,20446,20141116,주문,국내문학,<전민희> 저,9788959521272,제우미디어,20080307.0,23,1,N,,기기PID_PC,경기도,부천시 오정구,6,11
룬의 아이들 - 윈터러 3,20446,20141116,주문,국내문학,<전민희> 저,9788959521265,제우미디어,20080307.0,23,1,N,,기기PID_PC,경기도,부천시 오정구,6,10
룬의 아이들 - 윈터러 1,20446,20141116,주문,국내문학,<전민희> 저,9788959521241,제우미디어,20080307.0,23,1,N,,기기PID_PC,경기도,부천시 오정구,6,13
내 사람이다,20446,20140204,주문,국내문학,<곽정은> 저,9788993928396,달,20120118.0,0,1,N,,그 외,경기도,성남시 분당구,6,40
참 좋은 당신을 만났습니다 세트,20446,20141116,주문,국내문학,<송정림> 저,9788959373680,나무생각,20141118.0,23,1,N,,기기PID_PC,경기도,부천시 오정구,6,3
루시와 레몽의 집,20494,20140803,주문,국내문학,<신이현> 저,9791195247127,이야기가있는집,20140714.0,5,1,N,,기기PID_PC,광주광역시,남구,8,8
에펠탑 없는 파리,20494,20141028,주문,국내문학,"<신이현> 글,사진",9788925519623,랜덤하우스코리아,20080605.0,1,1,N,,기기PID_PC,광주광역시,남구,8,4
"안녕, 내 모든 것",20494,20140803,주문,국내문학,<정이현> 저,9788936434052,창비,20130701.0,5,1,N,,기기PID_PC,광주광역시,남구,8,8
보통의 존재,20494,20140629,주문,국내문학,<이석원> 저,9788993928037,달,20091104.0,23,1,N,,기기PID_PC,광주광역시,남구,8,79
무진기행,20494,20140629,주문,국내문학,<김승옥> 저,9788937461491,민음사,20070803.0,23,1,N,,기기PID_PC,광주광역시,남구,8,68
내가 사랑한 유럽 TOP10,20494,20140629,주문,국내문학,<정여울> 저/<대한항공 여행사진 공모전 당선작> 등 사진,9788970653976,홍익출판사,20140110.0,23,1,N,,기기PID_PC,광주광역시,남구,8,628
청춘의 문장들+,20494,20140803,주문,국내문학,<김연수> 저,9788960901858,마음산책,20140509.0,5,1,N,,기기PID_PC,광주광역시,남구,8,40
버티는 삶에 관하여,20494,20141028,주문,국내문학,<허지웅> 저,9788954625883,문학동네,20140926.0,1,1,N,,기기PID_PC,광주광역시,남구,8,107
그때 알았더라면 좋았을 것들,20519,20140708,주문,국내문학,<정여울> 저,9788950949112,21세기북스,20130510.0,13,1,N,,기기PID_PC,경기도,수원시 장안구,1,7
살 흐르다,20532,20140708,주문,국내문학,<신달자> 저,9788937408236,민음사,20140228.0,12,1,N,,기기PID_PC,경상남도,창원시 마산회원구,17,3
자라,20532,20140708,주문,국내문학,<문성해> 저,9788936422530,창비,20050830.0,12,1,N,,기기PID_PC,경상남도,창원시 마산회원구,17,1
따뜻한 흙,20532,20141219,주문,국내문학,<조은> 저,9788932014586,문학과지성사,20031118.0,12,1,N,,기기PID_PC,경상남도,창원시 마산회원구,17,1
리트머스,20532,20140220,주문,국내문학,<윤성택> 저,9788954602334,문학동네,20061103.0,22,1,N,,그 외,경상남도,창원시 마산회원구,17,1
나는 문이다,20532,20141015,주문,국내문학,<문정희> 저,9788901067131,뿔(웅진문학에디션),20070615.0,11,1,N,,기기PID_PC,경상남도,창원시 마산회원구,17,2
"나쁜, 사랑을 하다",20532,20141219,주문,국내문학,<김주대> 저,9788975742385,답게,20090805.0,12,1,N,,기기PID_PC,경상남도,창원시 마산회원구,17,1
당신은 어딘가로 가려 한다,20532,20140424,주문,국내문학,<이병률> 저,9788982819728,문학동네,20050408.0,13,1,N,,기기PID_PC,경상남도,창원시 마산회원구,17,5
어떤 하루,20534,20141022,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,8,1,N,,모바일웹,대구광역시,달서구,1,393
"안녕, 고양이는 고마웠어요",20535,20140925,주문,국내문학,<이용한> 저,9788937832581,북폴리오,20090810.0,15,1,N,,기기PID_PC,경기도,이천시,4,4
나쁜 고양이는 없다,20535,20141118,주문,국내문학,<이용한> 저,9788937833434,북폴리오,20111107.0,11,1,N,,기기PID_PC,경기도,이천시,4,3
하루를 견디면 선물처럼 밤이 온다,20535,20141118,주문,국내문학,<김하연> 저,9788994478470,이상media,20141117.0,11,1,N,,기기PID_PC,경기도,이천시,4,9
고양이 여행 세트,20535,20141118,주문,국내문학,<이용한> 저,9788937834745,북폴리오,20140910.0,11,1,N,,기기PID_PC,경기도,이천시,4,2
천년의 금서,20542,20140820,주문,국내문학,<김진명> 저,9788988537015,새움,20090520.0,23,1,N,,안드로이드커머스앱,경상남도,창원시 의창구,1,13
내가 사랑한 유럽 TOP10 세트,20561,20141027,주문,국내문학,<정여울> 저,9788970654256,홍익출판사,20140916.0,5,1,N,,모바일웹,서울특별시,강남구,1,18
"딸아, 외로울 때는 시를 읽으렴 2",20577,20140321,주문,국내문학,<신현림> 편,9788901128214,걷는나무,20110812.0,13,1,N,,그 외,인천광역시,연수구,2,24
내 사람이다,20577,20140115,주문,국내문학,<곽정은> 저,9788993928396,달,20120118.0,15,1,N,,그 외,인천광역시,연수구,2,40
내 곁에 모로 누운 사람,20599,20140819,주문,국내문학,"<김용택>,<이은영> 공저",9788960901018,마음산책,20110620.0,14,1,N,,기기PID_PC,경기도,평택시,2,1
참 좋은 당신,20599,20140819,주문,국내문학,<김용택> 저,9788960650213,시와시학사,20070109.0,14,1,N,,기기PID_PC,경기도,평택시,2,25
혼자일 때 그곳에 간다,20608,20140510,주문,국내문학,<박상우> 저,9788901082288,시작,20080616.0,13,1,N,,기기PID_PC,경상남도,창원시 마산회원구,5,2
최소한의 사랑,20608,20140510,주문,국내문학,<전경린> 저,9788901148977,웅진지식하우스,20120726.0,13,1,N,,기기PID_PC,경상남도,창원시 마산회원구,5,5
풀밭 위의 식사,20608,20140304,주문,국내문학,<전경린> 저,9788954609999,문학동네,20100128.0,19,1,N,,그 외,경상남도,창원시 마산회원구,5,5
내가 사랑한 유럽 TOP10,20608,20140813,주문,국내문학,<정여울> 저/<대한항공 여행사진 공모전 당선작> 등 사진,9788970653976,홍익출판사,20140110.0,14,1,N,,기기PID_PC,경상남도,창원시 마산회원구,5,628
불로의 인형,20608,20140813,주문,국내문학,<장용민> 저,9788954625517,엘릭시르,20140806.0,14,1,N,,기기PID_PC,경상남도,창원시 마산회원구,5,12
이 또한 지나가리라!,20630,20140826,주문,국내문학,<김별아> 저,9788992717212,에코의서재,20110418.0,6,1,N,,기기PID_PC,서울특별시,강남구,2,3
어떤 하루,20630,20140826,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,6,1,N,,기기PID_PC,서울특별시,강남구,2,393
침이 고인다,20686,20140502,주문,국내문학,<김애란> 저,9788932018041,문학과지성사,20070928.0,13,1,N,,기기PID_PC,세종특별자치시, ,3,9
정확한 사랑의 실험,20686,20141022,주문,국내문학,<신형철> 저,9788960902039,마음산책,20141001.0,19,1,N,,기기PID_PC,세종특별자치시, ,3,42
"달려라, 아비",20686,20140502,주문,국내문학,<김애란> 저,9788936436902,창비,20051123.0,13,1,N,,기기PID_PC,세종특별자치시, ,3,17
두근두근 내 인생,20728,20140124,주문,국내문학,<김애란> 저,9788936433871,창비,20110602.0,16,1,N,,그 외,부산광역시,수영구,3,218
내 심장을 쏴라,20728,20140124,주문,국내문학,<정유정> 저,9788956602998,은행나무,20090427.0,16,1,N,,그 외,부산광역시,수영구,3,75
나만 알고싶은 유럽 TOP10,20728,20140612,주문,국내문학,<정여울> 저,9788970654195,홍익출판사,20140618.0,17,1,N,,기기PID_PC,부산광역시,수영구,3,145
서울 시,20743,20141106,주문,국내문학,<하상욱> 저,9788927804093,중앙북스(books),20130123.0,18,1,N,,기기PID_PC,울산광역시,중구,1,109
원미동 사람들,20764,20140217,주문,국내문학,<양귀자> 저,9788998441005,쓰다,20121225.0,12,1,N,,그 외,경기도,안산시 상록구,1,40
7년의 밤,20766,20140204,주문,국내문학,<정유정> 저,9788956604992,은행나무,20110323.0,17,1,N,,그 외,서울특별시,마포구,1,131
정글만리 3,20803,20140107,주문,국내문학,<조정래> 저,9788965744047,해냄,20130715.0,13,1,N,,그 외,경상북도,구미시,2,513
정글만리 2,20803,20140107,주문,국내문학,<조정래> 저,9788965744030,해냄,20130715.0,13,1,N,,그 외,경상북도,구미시,2,504
내가 사랑한 유럽 TOP10,20814,20140127,주문,국내문학,<정여울> 저/<대한항공 여행사진 공모전 당선작> 등 사진,9788970653976,홍익출판사,20140110.0,22,1,N,,그 외,경상남도,고성군,2,628
나만 알고싶은 유럽 TOP10,20814,20140629,주문,국내문학,<정여울> 저,9788970654195,홍익출판사,20140618.0,20,1,N,,모바일웹,경상남도,고성군,2,145
1cm+,20821,20140127,주문,국내문학,<김은주> 저/<양현정> 그림,9788968330124,허밍버드,20130718.0,10,1,N,,그 외,경상남도,창원시 성산구,1,260
두근두근 내 인생,20853,20140819,주문,국내문학,<김애란> 저,9788936433871,창비,20110602.0,20,1,N,,기기PID_PC,광주광역시,광산구,4,218
당신들의 천국,20853,20141027,주문,국내문학,<이청준> 저,9788932020914,문학과지성사,20120928.0,12,1,N,,기기PID_PC,광주광역시,서구,4,23
못 가본 길이 더 아름답다,20853,20140819,주문,국내문학,<박완서> 저,9788972754671,현대문학,20100802.0,20,1,N,,기기PID_PC,광주광역시,광산구,4,32
칼의 노래,20853,20140819,주문,국내문학,<김훈> 저,9788954617246,문학동네,20120105.0,20,1,N,,기기PID_PC,광주광역시,광산구,4,120
내 인생의 마지막 4.5초,20854,20141103,주문,국내문학,<성석제> 저,9788982180538,강,20030310.0,19,1,N,,기기PID_PC,충청북도,청주시 흥덕구,1,6
보통의 존재,20856,20140725,주문,국내문학,<이석원> 저,9788993928037,달,20091104.0,11,1,N,,기기PID_PC,울산광역시,남구,1,79
다른 모든 눈송이와 아주 비슷하게 생긴 단 하나의 눈송이,20873,20140214,주문,국내문학,<은희경> 저,,문학동네,20140226.0,17,1,N,,그 외,서울특별시,서대문구,2,159
시가 내게로 왔다 1~5 세트,20873,20141114,주문,국내문학,<김용택> 저,9788989351535,마음산책,20040305.0,19,1,N,,안드로이드커머스앱,서울특별시,서대문구,2,1
역린 1,20891,20140526,주문,국내문학,<최성현> 저,9788960178410,황금가지,20140410.0,17,1,N,,기기PID_PC,서울특별시,관악구,2,14
역린 2,20891,20140526,주문,국내문학,<최성현> 저,9788960178427,황금가지,20140410.0,17,1,N,,기기PID_PC,서울특별시,관악구,2,12
어떤 하루,20951,20141218,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,7,1,N,,기기PID_PC,서울특별시,강동구,1,393
촐라체,20952,20140121,주문,국내문학,<박범신> 저,9788971847671,푸른숲,20080303.0,22,1,N,,그 외,서울특별시,동작구,4,8
비즈니스,20952,20140609,주문,국내문학,<박범신> 저,9788957075364,자음과모음(이룸),20101208.0,2,1,N,,기기PID_PC,서울특별시,동작구,4,3
정확한 사랑의 실험,20952,20141216,주문,국내문학,<신형철> 저,9788960902039,마음산책,20141001.0,22,1,N,,기기PID_PC,서울특별시,동작구,4,42
눈먼 자들의 국가,20952,20141216,주문,국내문학,"<김애란>,<김행숙>,<김연수>,<박민규>,<진은영>,<황정은>,<배명훈>,<황종연>,<김홍중>,<전규찬>,<김서영>,<홍철기> 공저",9788954626071,문학동네,20141006.0,22,1,N,,기기PID_PC,서울특별시,동작구,4,75
칠전팔기 내 인생,20966,20140410,주문,국내문학,<김준형> 저,9788988621950,이채,20120927.0,17,1,N,,그 외,서울특별시,동대문구,1,2
농담의 세계,21022,20140407,주문,국내문학,<조중의> 저,9788960780835,휴먼앤북스(Human&Books),20100127.0,1,1,N,,그 외,경기도,안양시 동안구,2,3
서천석의 마음 읽는 시간,21022,20140207,주문,국내문학,<서천석> 저,9788934964421,김영사,20130923.0,18,1,N,,그 외,경기도,안양시 동안구,2,49
1cm+,21023,20140701,주문,국내문학,<김은주> 저/<양현정> 그림,9788968330124,허밍버드,20130718.0,1,1,N,,기기PID_PC,경상남도,창원시 성산구,1,260
내가 사랑한 유럽 TOP10,21033,20140327,주문,국내문학,<정여울> 저/<대한항공 여행사진 공모전 당선작> 등 사진,9788970653976,홍익출판사,20140110.0,8,1,N,,그 외,광주광역시,남구,4,628
정글만리 3,21033,20140327,주문,국내문학,<조정래> 저,9788965744047,해냄,20130715.0,8,1,N,,그 외,광주광역시,남구,4,513
정글만리 2,21033,20140327,주문,국내문학,<조정래> 저,9788965744030,해냄,20130715.0,8,1,N,,그 외,광주광역시,남구,4,504
정글만리 1,21033,20140327,주문,국내문학,<조정래> 저,9788965744023,해냄,20130715.0,8,1,N,,그 외,광주광역시,남구,4,522
청춘이라는 여행,21041,20140120,주문,국내문학,<김현지> 저,9788993928334,달,20110728.0,1,1,N,,그 외,광주광역시,남구,2,2
낯선 침대 위에 부는 바람,21041,20140120,주문,국내문학,<김얀> 저/<이병률> 사진,9788993928631,달,20130708.0,1,1,N,,그 외,광주광역시,남구,2,6
명량,21073,20140807,주문,국내문학,"<김호경> 저/<전철홍>,<김한민> 각본",9788950956332,21세기북스,20140718.0,23,1,N,,모바일웹,경기도,부천시 원미구,1,12
그녀의 미소는 그를 미치게 한다,21104,20140122,주문,국내문학,<서지윤> 저,9788967759841,다향,20140110.0,9,1,N,,그 외,서울특별시,동대문구,1,11
그것들의 생각,21119,20140919,주문,국내문학,<Cho> 저,9788960867246,위즈덤하우스,20140911.0,16,1,N,,기기PID_PC,서울특별시,관악구,1,18
"인생아, 웃어라",21165,20140825,주문,국내문학,<원영> 저,9788901163413,갤리온,20140325.0,15,1,N,,기기PID_PC,경상북도,포항시 북구,1,16
연애의 은밀한 법칙 세트,21188,20141217,주문,국내문학,<OZ> 저,9788968952852,북팔(BookPal),20141208.0,8,1,N,,모바일웹,부산광역시,사하구,1,1
표백,21222,20140824,주문,국내문학,<장강명> 저,9788984314818,한겨레출판,20110722.0,19,1,N,,기기PID_PC,전라북도,전주시 완산구,1,3
서울 시 2,21316,20140208,주문,국내문학,<하상욱> 저,9788927804727,중앙북스(books),20130902.0,16,1,N,,그 외,전라남도,광양시,1,67
밤은 책이다,21339,20140213,주문,국내문학,<이동진> 저,9788959136599,예담,20111220.0,10,1,N,,그 외,경기도,성남시 분당구,1,15
서울 시,21340,20140603,주문,국내문학,<하상욱> 저,9788927804093,중앙북스(books),20130123.0,21,1,N,,기기PID_PC,경기도,용인시 수지구,3,109
이문열 삼국지 세트,21340,20141118,주문,국내문학,<나관중> 저/<이문열> 역,9788937450501,민음사,20020310.0,23,1,N,,기기PID_PC,경기도,용인시 수지구,3,60
서울 시 2,21340,20140603,주문,국내문학,<하상욱> 저,9788927804727,중앙북스(books),20130902.0,21,1,N,,기기PID_PC,경기도,용인시 수지구,3,67
김연아의 7분 드라마,21370,20140212,주문,국내문학,<김연아> 저,9788945125156,중앙출판사(JDM),20100128.0,21,1,N,,그 외,부산광역시,부산진구,1,31
나만 알고싶은 유럽 TOP10,21371,20140721,주문,국내문학,<정여울> 저,9788970654195,홍익출판사,20140618.0,19,1,N,,기기PID_PC,서울특별시,용산구,1,145
가나,21408,20140413,주문,국내문학,<정용준> 저,9788932022505,문학과지성사,20111118.0,11,1,N,,그 외,광주광역시,남구,6,1
채식주의자,21408,20140813,주문,국내문학,<한강> 저,9788936433598,창비,20071030.0,6,1,N,,기기PID_PC,광주광역시,광산구,6,5
"사월의 미, 칠월의 솔",21408,20140122,주문,국내문학,<김연수> 저,9788954622905,문학동네,20131120.0,20,1,N,,그 외,광주광역시,남구,6,46
한국문단의 샛별,21408,20140122,주문,국내문학,<조수연> 등저,9788990707598,한국소설가협회,20140120.0,20,1,N,,그 외,광주광역시,남구,6,7
만신 김금화,21408,20140413,주문,국내문학,<김금화> 저,9788958202691,궁리,20140221.0,11,1,N,,그 외,광주광역시,남구,6,7
소년이 온다,21408,20140813,주문,국내문학,<한강> 저,9788936434120,창비,20140519.0,6,1,N,,기기PID_PC,광주광역시,광산구,6,80
아무것도 하지 않을 권리,21487,20141105,주문,국내문학,<정희재> 저,9788901149547,갤리온,20120823.0,11,1,N,,안드로이드커머스앱,서울특별시,동작구,2,3
어떤 하루,21487,20141105,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,11,1,N,,안드로이드커머스앱,서울특별시,동작구,2,393
비브르 사 비,21493,20140120,주문,국내문학,<윤진서> 저,9788994040417,그책,20130801.0,10,1,N,,그 외,부산광역시,해운대구,1,6
7년의 밤,21497,20140206,주문,국내문학,<정유정> 저,9788956604992,은행나무,20110323.0,9,1,N,,그 외,대전광역시,서구,2,131
"딸아, 외로울 때는 시를 읽으렴",21497,20140206,주문,국내문학,<신현림> 편,9788901121185,걷는나무,20110402.0,9,1,N,,그 외,대전광역시,서구,2,81
외롭고 높고 쓸쓸한,21499,20140818,주문,국내문학,<안도현> 저,9788982818318,문학동네,20040820.0,22,1,Y,20140816.0,기기PID_PC,경기도,군포시,1,2
백석 평전,21502,20140807,주문,국내문학,<안도현> 저,9791130602769,다산책방,20140609.0,11,1,N,,기기PID_PC,대구광역시,동구,3,62
꽃들은 어디로 갔나,21502,20140331,주문,국내문학,<서영은> 저,9788965744344,해냄,20140205.0,10,1,N,,그 외,대구광역시,동구,3,13
나만 알고싶은 유럽 TOP10,21502,20140807,주문,국내문학,<정여울> 저,9788970654195,홍익출판사,20140618.0,11,1,N,,기기PID_PC,대구광역시,동구,3,145
건투를 빈다,21548,20140107,주문,국내문학,<김어준> 저/<현태준> 일러스트,9788971847985,푸른숲,20081110.0,18,1,Y,20140106.0,그 외,경기도,수원시 장안구,1,30
"딸아, 외로울 때는 시를 읽으렴 기프트 세트",21567,20140831,주문,국내문학,<신현림> 저,9788901165288,걷는나무,20140630.0,10,1,N,,기기PID_PC,울산광역시,동구,1,29
누비처네,21594,20140116,주문,국내문학,<목성균> 저/<김종완> 해설,9788994054124,연암서가,20101220.0,9,1,N,,그 외,경상남도,진주시,1,45
나는 희망의 증거가 되고 싶다,21608,20140502,주문,국내문학,<서진규> 저,9788959868094,랜덤하우스코리아,20060803.0,10,1,N,,모바일웹,광주광역시,남구,1,5
중국에서 온 편지,21642,20140508,주문,국내문학,<장정일> 저,9788972884019,작가정신,20110812.0,21,1,N,,모바일웹,강원도,춘천시,1,1
눈물을 그치는 타이밍,21653,20140930,주문,국내문학,<이애경> 저,9788968330155,허밍버드,20131025.0,14,1,N,,기기PID_PC,경상북도,경산시,1,18
문학의 질서,21666,20140313,주문,국내문학,<김태환> 저,9788932017990,문학과지성사,20070714.0,20,1,N,,그 외,경기도,고양시 일산서구,1,1
이상 소설 전집,21686,20140123,주문,국내문학,<이상> 저,9788937463006,민음사,20121105.0,20,1,N,,그 외,경기도,용인시 수지구,2,2
바람이 분다 당신이 좋다,21686,20141114,주문,국내문학,<이병률> 저,9788993928488,달,20120704.0,19,1,N,,기기PID_PC,경기도,용인시 수지구,2,154
이윤기의 그리스 로마 신화 세트,21714,20141112,주문,국내문학,<이윤기> 저,9788901114378,웅진지식하우스,20000626.0,21,1,N,,모바일웹,부산광역시,남구,5,85
바람이 분다 당신이 좋다,21714,20141114,주문,국내문학,<이병률> 저,9788993928488,달,20120704.0,19,1,N,,모바일웹,부산광역시,사하구,5,154
에너지 선생,21714,20141112,주문,국내문학,<조흔파> 저,9788991984134,산호와진주,20080922.0,23,1,N,,모바일웹,부산광역시,남구,5,2
잠을 재워주는 100마리 양,21714,20141112,주문,국내문학,"<정인섭>,<전민수> 공저",9788925536194,랜덤하우스코리아,20100210.0,23,1,N,,모바일웹,부산광역시,남구,5,6
내가 사랑한 유럽 TOP10 세트,21714,20141119,주문,국내문학,<정여울> 저,9788970654256,홍익출판사,20140916.0,20,1,N,,안드로이드커머스앱,부산광역시,사하구,5,18
1cm+,21718,20140112,주문,국내문학,<김은주> 저/<양현정> 그림,9788968330124,허밍버드,20130718.0,1,1,N,,그 외,울산광역시,중구,2,260
"나는 다만, 조금 느릴 뿐이다",21718,20140112,주문,국내문학,<강세형> 저,9788965701255,쌤앤파커스,20130107.0,1,1,N,,그 외,울산광역시,중구,2,42
어떤 하루,21741,20141111,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,15,1,N,,기기PID_PC,충청남도,천안시 동남구,2,393
한글자,21741,20141111,주문,국내문학,<정철> 저,9788968330322,허밍버드,20140801.0,15,1,N,,기기PID_PC,충청남도,천안시 동남구,2,36
내일도 출근하는 딸에게,21751,20140312,주문,국내문학,<유인경> 저,9788996628798,위즈덤경향,20140303.0,20,1,N,,그 외,서울특별시,은평구,1,71
방각본 살인사건 하,21761,20140226,주문,국내문학,<김탁환> 저,9788937481505,민음사,20071224.0,9,1,N,,그 외,충청북도,청주시 흥덕구,4,1
건축무한육면각체의 비밀 1,21761,20140226,주문,국내문학,<장용민> 저,9788952749895,시공사,20070912.0,9,1,N,,그 외,충청북도,청주시 흥덕구,4,1
방각본 살인사건 상,21761,20140226,주문,국내문학,<김탁환> 저,9788937481499,민음사,20071224.0,9,1,N,,그 외,충청북도,청주시 흥덕구,4,1
건축무한육면각체의 비밀 2,21761,20140226,주문,국내문학,<장용민> 저,9788952749901,시공사,20070912.0,9,1,N,,그 외,충청북도,청주시 흥덕구,4,1
궁극의 아이,21772,20140411,주문,국내문학,<장용민> 저,9788954620680,엘릭시르,20130308.0,23,1,N,,그 외,서울특별시,동작구,1,23
화홍 3,21779,20141201,주문,국내문학,<이지환> 저,9788925122731,청어람,20100914.0,14,1,N,,기기PID_PC,부산광역시,사하구,3,2
화홍 2,21779,20141201,주문,국내문학,<이지환> 저,9788925122724,청어람,20100914.0,14,1,N,,기기PID_PC,부산광역시,사하구,3,2
화홍 1,21779,20141201,주문,국내문학,<이지환> 저,9788925122717,청어람,20100914.0,14,1,N,,기기PID_PC,부산광역시,사하구,3,2
"멈추면, 비로소 보이는 것들",21781,20141117,주문,국내문학,<혜민 스님> 저/<이영철> 그림,9788965700609,쌤앤파커스,20120127.0,20,1,N,,기기PID_PC,경상남도,창원시 의창구,1,296
조선총독부 2,21801,20140911,주문,국내문학,<류주현> 저,9788930006200,나남,20140815.0,22,1,N,,기기PID_PC,경기도,수원시 영통구,3,4
조선총독부 3,21801,20140911,주문,국내문학,<류주현> 저,9788930006217,나남,20140815.0,22,1,N,,기기PID_PC,경기도,수원시 영통구,3,4
조선총독부 1,21801,20140911,주문,국내문학,<류주현> 저,9788930006194,나남,20140815.0,22,1,N,,기기PID_PC,경기도,수원시 영통구,3,5
이윤기의 그리스 로마 신화 세트,21803,20140901,주문,국내문학,<이윤기> 저,9788901114378,웅진지식하우스,20000626.0,0,1,N,,기기PID_PC,울산광역시,북구,1,85
보다,21816,20141117,주문,국내문학,<김영하> 저,9788954625470,문학동네,20140918.0,20,1,N,,모바일웹,서울특별시,양천구,1,130
어떤 하루,21831,20140515,주문,국내문학,<신준모> 저/<김진희> 그림,9788993734348,프롬북스,20140310.0,14,2,N,,기기PID_PC,부산광역시,금정구,1,393
지도 밖으로 행군하라,21832,20140108,주문,국내문학,<한비야> 저,9788971844427,푸른숲,20050912.0,16,1,N,,그 외,경상남도,창원시 성산구,3,23
버킷리스트,21832,20140108,주문,국내문학,"<강창균>,<유영만> 공저",9788947527866,한국경제신문사(한경비피),20110120.0,16,1,N,,그 외,경상남도,창원시 성산구,3,18
높고 푸른 사다리,21832,20140108,주문,국내문학,<공지영> 저,9788984317475,한겨레출판,20131028.0,16,1,N,,그 외,경상남도,창원시 성산구,3,96
내가 사랑한 유럽 TOP10,21867,20140811,주문,국내문학,<정여울> 저/<대한항공 여행사진 공모전 당선작> 등 사진,9788970653976,홍익출판사,20140110.0,16,1,N,,기기PID_PC,경상남도,거제시,6,628
"딸아, 외로울 때는 시를 읽으렴 기프트 세트",21867,20140922,주문,국내문학,<신현림> 저,9788901165288,걷는나무,20140630.0,0,1,N,,기기PID_PC,경상남도,거제시,6,29
혼자의 발견,21867,20141212,주문,국내문학,<곽정은> 저,9788993928792,달,20141210.0,23,1,N,,기기PID_PC,경상남도,거제시,6,25
소금사막,21867,20140811,주문,국내문학,<김영희> 저,9788994963150,알마,20111028.0,16,1,N,,기기PID_PC,경상남도,거제시,6,5
"멈추면, 비로소 보이는 것들",21867,20141020,주문,국내문학,<혜민 스님> 저/<이영철> 그림,9788965700609,쌤앤파커스,20120127.0,12,1,N,,모바일웹,경상남도,거제시,6,296
